20191106-046			57806			9	1	6	10	3	5	11	27	17	2			42	4	10	19	20	2	3	7	6	1			4	9	6	22	12	13	15	5	8	1			0	5	10	6	9	2	3	1	8	20			8	4	11	2	3	1	6	25	7	6			0	1	6	2	3	5	6	7	8	1	
20191106-047			04769			0	2	7	11	4	1	12	28	18	3			43	5	11	20	4	3	4	1	7	2			5	10	7	23	13	14	16	7	1	2			1	6	11	7	10	3	6	2	9	21			9	5	12	3	4	2	1	26	8	9			0	2	7	3	4	1	6	7	1	9	
20191106-048			85480			1	3	8	12	5	2	13	29	8	4			44	6	12	21	1	5	5	2	8	3			6	11	8	24	4	15	17	1	2	3			2	7	12	8	11	4	1	3	8	22			0	6	13	4	5	3	2	27	9	1			0	3	8	4	4	5	1	1	8	1	
20191106-049			30656			2	4	9	3	6	3	14	30	1	5			0	7	13	22	2	1	6	3	9	4			7	12	9	25	1	16	6	2	3	4			3	8	13	9	12	5	2	4	1	23			1	7	14	5	6	4	6	28	10	2			0	4	9	3	1	5	6	2	1	2	
20191106-050			53132			3	5	10	1	7	5	15	31	2	6			1	8	14	3	3	2	7	4	10	5			8	1	10	26	2	17	1	3	4	5			4	9	14	3	13	1	3	5	2	24			2	8	2	6	7	5	1	29	11	3			1	1	2	3	2	5	1	3	2	3	
20191106-051			02813			0	6	11	2	8	1	16	32	3	7			2	9	2	1	4	3	8	5	11	6			9	1	11	27	3	18	2	4	8	6			5	1	15	1	14	2	4	6	3	25			3	9	1	3	8	6	2	30	12	4			0	1	2	3	3	1	2	4	8	4	
20191106-052			03411			0	7	12	3	9	2	17	33	4	8			3	10	1	3	5	4	9	6	12	7			10	2	12	28	4	19	3	5	1	7			6	1	16	2	15	3	5	7	4	26			4	1	2	1	9	7	3	31	13	5			0	1	1	3	4	2	3	5	1	5	
20191106-053			70617			1	8	13	4	10	3	18	7	5	9			0	11	2	1	6	5	10	7	13	8			11	3	13	29	1	20	6	6	2	8			7	1	17	3	16	4	6	8	5	27			5	1	3	2	10	8	4	7	14	6			0	1	2	1	1	3	6	7	2	6	
20191106-054			86542			2	9	14	5	11	4	19	1	8	10			1	12	3	2	7	6	6	8	14	9			12	4	14	30	2	5	1	7	3	9			8	1	18	4	4	5	7	9	6	28			6	2	2	3	11	9	5	1	15	7			1	1	2	2	4	5	6	1	8	7	
20191106-055			59153			3	10	15	6	12	5	20	2	1	11			2	13	4	3	8	7	1	9	15	9			13	1	15	31	3	1	2	8	4	10			9	2	19	5	1	5	8	10	7	29			7	3	1	3	12	10	6	2	16	8			2	1	1	3	1	5	1	2	1	9	
20191106-056			79193			4	11	16	7	13	1	21	7	2	12			3	14	5	4	9	8	2	10	16	9			14	1	16	32	4	2	3	9	5	11			10	3	20	6	2	1	9	11	8	9			8	4	2	3	13	11	7	3	17	9			3	1	2	3	2	1	2	7	2	9	
20191106-057			12218			5	1	17	8	14	2	22	1	3	13			4	15	2	5	10	9	3	11	17	1			15	1	2	33	5	3	4	10	6	12			11	1	21	7	3	2	10	12	9	1			9	5	3	1	14	12	8	4	8	10			4	1	2	1	3	2	3	1	8	1	
20191106-058			28902			6	1	2	9	15	3	23	2	4	14			5	16	1	6	11	10	4	12	8	2			16	2	1	34	6	4	5	11	7	9			0	1	22	8	4	3	11	13	10	2			10	6	2	2	15	13	9	5	1	11			0	1	2	2	4	3	4	2	8	9	
20191106-059			80700			7	2	1	10	16	4	24	3	8	15			0	17	2	7	12	11	5	13	1	3			17	3	2	35	7	5	6	7	8	1			0	2	23	9	5	4	12	14	11	3			0	7	1	3	16	14	10	6	2	12			0	2	1	3	5	4	5	7	8	1	
20191107-001			50034			8	3	2	11	17	5	25	4	1	16			0	18	3	8	13	12	6	14	2	4			0	4	3	36	8	6	7	1	9	2			1	3	24	3	6	5	13	15	12	4			1	8	2	4	4	15	11	7	3	13			0	3	2	3	4	5	6	1	1	2	
20191107-002			04141			0	4	3	12	18	1	26	5	2	17			1	19	4	9	4	13	7	15	3	5			1	1	4	37	9	7	8	2	10	3			2	4	25	1	4	6	14	16	13	5			2	1	3	5	1	16	12	8	4	14			0	1	3	1	4	1	7	2	2	3	
20191107-003			41499			1	5	4	13	4	2	27	6	3	18			2	1	5	10	1	14	8	16	4	6			2	1	5	38	4	8	9	3	11	4			3	5	26	2	1	7	15	17	14	9			3	1	4	6	2	17	13	9	5	9			1	1	4	2	4	2	8	3	3	9	
20191107-004			42466			2	6	5	14	4	3	28	7	4	19			3	1	2	11	2	15	9	17	5	7			3	2	6	39	4	9	10	4	12	5			4	6	27	3	2	8	6	18	15	1			4	2	5	7	3	18	6	10	6	1			2	1	2	3	4	3	6	4	4	1	
20191107-005			77595			3	7	6	15	1	4	29	7	5	20			4	2	1	12	3	16	10	7	6	8			4	3	7	40	1	5	11	5	13	6			5	7	28	4	3	9	1	19	16	9			5	3	6	8	4	5	1	11	7	2			3	2	1	4	1	5	1	7	5	9	
20191107-006			34352			4	8	7	3	2	5	30	1	6	21			5	3	2	13	4	17	11	1	7	9			5	4	8	3	2	1	12	6	14	7			6	8	29	5	4	5	2	20	17	1			6	4	2	9	5	1	2	12	8	3			4	3	2	3	4	5	2	1	6	1	
20191107-007			65145			5	9	8	1	3	6	6	2	7	22			6	4	3	14	1	5	12	2	8	10			6	1	9	1	3	2	13	7	15	8			7	9	30	6	4	1	3	21	18	2			7	5	1	10	6	5	3	13	9	4			5	1	1	1	4	5	6	2	7	2	
20191107-008			88226			6	10	9	2	4	7	1	3	8	23			7	5	4	15	2	1	13	3	8	11			7	1	2	2	4	3	14	8	16	9			8	10	2	7	1	2	4	22	19	3			8	6	2	11	7	1	6	14	10	5			6	1	2	2	1	1	6	3	8	3	
20191107-009			55447			7	11	10	3	5	5	2	4	1	24			8	6	5	16	3	5	14	4	1	12			8	2	1	3	4	4	15	9	17	10			9	11	1	8	4	3	5	23	20	4			9	7	3	12	8	2	1	7	11	6			7	2	1	3	4	5	1	7	1	4	
20191107-010			64858			8	12	11	4	6	1	6	5	2	25			9	7	6	17	4	1	15	5	2	13			9	3	2	4	1	5	16	10	8	11			10	12	2	9	1	5	6	24	21	5			10	8	4	13	9	3	2	1	8	7			8	3	2	4	4	5	6	1	8	5	
20191107-011			56403			9	13	12	5	7	5	1	6	3	26			10	8	7	18	1	2	6	6	3	14			10	4	3	5	4	6	17	11	1	12			0	13	3	10	2	1	7	25	22	6			11	9	5	3	10	4	3	2	1	8			0	4	3	3	4	5	6	2	1	6	
20191107-012			99332			10	14	13	6	8	1	2	7	4	9			11	9	8	19	2	3	1	7	4	9			11	5	4	3	1	7	18	12	2	13			1	14	4	3	3	2	8	26	23	7			12	10	2	1	11	5	4	3	2	9			1	5	2	3	1	1	1	3	2	9	
20191107-013			00829			0	15	14	7	9	2	3	8	5	1			0	10	9	20	3	4	2	8	5	1			12	6	5	1	2	8	19	13	8	14			2	15	2	1	4	3	9	27	24	8			13	11	1	2	12	6	5	4	3	9			0	6	2	1	2	2	2	4	8	9	
20191107-014			46418			1	16	15	8	4	3	4	9	6	2			1	11	10	21	4	5	6	9	6	2			13	7	6	2	4	9	20	14	1	15			3	1	1	2	5	4	10	28	25	9			14	12	2	3	13	7	6	5	8	1			1	1	1	2	4	3	6	5	8	1	
20191107-015			79220			2	17	16	9	1	4	5	7	7	3			2	12	11	22	5	6	1	10	7	9			14	8	2	3	1	10	21	15	2	16			4	1	2	3	6	5	11	29	26	10			0	13	3	4	14	8	7	6	1	2			0	1	2	3	1	4	1	7	1	9	
20191107-016			80796			3	18	17	10	2	5	6	1	8	4			0	13	12	23	6	7	2	11	8	1			15	9	1	4	2	11	22	7	3	17			5	2	1	4	7	6	12	30	27	9			1	14	4	5	15	9	6	7	2	3			0	2	1	4	2	5	6	7	8	9	
20191107-017			90768			4	19	18	11	3	6	7	2	1	9			0	14	13	24	7	8	3	12	9	2			16	10	2	5	3	12	23	7	4	18			6	3	2	5	8	7	6	31	28	1			2	15	5	6	16	10	1	8	8	4			0	3	2	5	3	6	6	7	8	9	
20191107-018			36800			5	20	19	3	4	7	8	3	2	1			1	15	14	25	8	9	6	13	10	3			17	11	3	6	4	13	24	1	8	19			0	4	3	6	9	8	1	32	29	2			0	16	6	7	17	11	2	9	1	5			0	4	3	3	4	7	6	1	8	1	
20191107-019			41449			6	21	20	1	4	8	9	4	3	2			2	1	15	26	9	10	1	14	11	4			18	12	4	7	4	14	25	2	1	20			1	5	4	7	4	9	2	33	30	3			1	17	7	8	18	12	3	10	2	9			1	1	4	1	4	8	1	2	1	9	
20191107-020			97262			7	22	21	2	1	9	10	5	4	9			3	1	16	27	10	11	2	7	12	5			19	13	2	8	1	15	26	3	2	21			2	6	5	8	1	10	6	34	31	4			2	18	2	9	19	13	4	11	3	1			2	1	2	2	1	9	6	7	2	9	
20191107-021			74631			8	23	22	3	2	10	11	7	5	1			4	2	17	28	4	12	3	1	13	6			20	14	1	9	2	16	6	4	3	22			3	7	6	3	2	11	1	35	32	5			3	1	1	10	20	14	5	12	4	2			3	1	1	3	4	10	6	7	3	1	
20191107-022			43183			9	24	23	4	4	11	12	1	6	2			5	3	18	3	1	13	4	2	14	7			21	1	2	10	3	17	1	5	4	23			4	8	7	1	3	12	2	36	8	6			4	1	2	3	21	15	6	13	5	3			4	1	2	3	4	11	1	1	8	2	
20191107-023			71182			10	25	24	5	1	12	13	7	7	3			6	1	19	1	2	14	5	3	15	8			22	1	3	11	4	18	2	6	5	24			5	9	8	2	4	13	3	37	8	7			5	2	2	1	22	16	7	14	6	4			5	1	2	1	1	12	2	7	8	3	
20191107-024			09566			0	26	25	6	2	13	14	1	8	4			7	1	20	2	3	15	6	4	16	9			23	1	4	12	5	5	3	7	6	25			6	10	9	3	5	14	6	38	1	8			6	3	1	2	23	17	6	15	7	5			0	1	1	2	2	5	6	1	1	9	
20191107-025			54700			1	27	26	7	3	5	15	2	9	5			8	2	21	3	4	16	7	5	17	1			24	2	5	13	6	1	4	7	7	26			0	11	10	4	6	15	1	39	2	9			0	4	2	3	24	18	1	16	8	6			0	2	2	3	4	5	1	7	2	1	
20191107-026			98458			2	28	27	8	4	1	16	3	10	9			9	3	22	4	1	17	8	6	8	2			25	3	6	14	4	2	5	1	8	27			1	12	11	5	7	5	2	40	3	10			1	5	3	4	25	19	2	17	8	7			1	3	3	4	4	5	2	1	8	9	
20191107-027			04675			0	29	28	9	5	2	17	4	11	1			10	4	23	5	4	18	9	7	1	3			26	4	7	15	1	3	6	2	9	28			2	13	12	6	8	1	3	7	4	11			2	6	4	5	26	5	3	18	1	8			0	4	4	5	4	5	6	7	1	1	
20191107-028			10065			1	1	29	10	6	3	18	5	12	2			0	5	24	6	1	19	10	8	2	4			0	5	8	16	2	4	1	3	10	29			3	14	13	7	9	2	6	1	5	12			3	7	5	6	27	5	4	19	2	9			0	1	5	6	1	5	6	1	2	2	
20191107-029			90569			2	1	30	11	7	4	19	6	13	9			0	6	25	7	2	20	11	9	3	5			1	6	9	17	3	5	2	4	11	30			4	15	14	8	10	3	6	2	6	13			4	8	6	7	28	1	5	20	3	9			0	1	6	7	2	5	6	2	3	9	
20191107-030			74607			3	2	31	12	8	5	20	7	14	1			1	7	26	8	4	21	12	10	4	6			2	7	10	18	4	1	6	5	12	31			0	16	15	9	11	4	1	3	7	14			5	9	7	8	29	2	6	7	4	1			0	2	7	8	4	1	6	7	4	1	
20191107-031			76416			4	3	32	13	9	6	21	7	15	2			2	8	27	9	1	22	6	11	5	7			3	8	11	19	4	2	1	6	13	32			1	1	16	10	12	5	2	4	8	15			6	10	8	9	30	3	6	1	5	2			1	1	8	9	4	2	6	7	5	2	
20191107-032			57294			5	4	33	14	10	5	22	1	16	3			3	9	28	10	2	23	1	7	6	8			4	9	2	20	1	3	2	7	14	33			2	1	17	11	13	6	3	5	9	9			7	11	9	10	4	4	1	2	6	3			2	1	2	10	4	5	1	7	6	9	
20191107-033			28451			6	5	2	15	11	1	23	2	17	4			4	10	29	11	3	24	2	1	8	9			5	10	1	21	4	4	3	8	15	34			3	2	18	12	14	5	4	6	10	1			8	1	10	11	1	5	2	3	7	4			3	1	2	11	4	5	2	1	8	1	
20191107-034			32248			7	6	1	3	12	2	24	3	18	5			5	11	2	12	4	25	3	2	1	10			6	11	2	22	1	5	4	9	16	35			4	3	19	13	4	1	5	7	11	2			9	1	11	12	2	6	3	4	8	5			4	1	2	3	4	1	3	2	8	2	
20191107-035			19443			8	1	2	1	13	3	25	4	19	6			6	12	1	13	5	26	4	3	2	9			7	12	1	23	4	6	5	10	17	36			5	4	20	14	4	2	6	8	12	3			10	2	12	3	3	7	4	5	1	6			5	1	1	3	4	2	4	3	1	9	
20191107-036			62953			9	1	3	2	14	4	6	5	20	7			7	13	2	14	6	27	5	4	3	1			8	13	2	24	1	7	6	11	18	9			6	5	21	15	1	5	7	9	13	4			11	3	13	3	4	8	5	6	2	7			6	1	2	3	1	5	6	4	2	9	
20191107-037			53266			10	2	4	3	15	5	1	6	21	8			8	14	1	3	7	28	6	5	4	2			9	14	2	25	2	8	7	12	19	1			7	6	22	16	2	1	6	10	14	5			12	4	14	1	5	9	6	7	3	8			7	2	2	3	2	5	6	5	3	1	
20191107-038			60045			11	3	5	4	16	1	6	7	22	9			0	15	2	1	8	29	7	6	5	3			0	15	1	26	3	9	8	13	20	2			8	7	23	17	4	2	1	11	15	6			13	5	15	2	6	5	1	8	4	9			0	3	1	1	4	5	6	6	4	2	
20191107-039			12926			12	1	6	5	17	2	1	8	23	10			1	16	2	2	9	30	8	7	6	4			1	16	2	27	4	10	9	14	21	9			9	8	2	18	1	3	2	12	16	7			14	6	16	3	7	1	6	9	5	10			1	1	2	2	1	1	6	7	5	9	
20191107-040			70019			13	1	7	6	18	3	2	7	24	11			0	17	1	3	10	31	9	8	7	5			0	17	3	28	5	11	10	15	22	1			10	1	1	19	2	4	3	13	17	8			15	7	17	4	8	2	1	10	6	9			0	1	1	3	2	2	1	7	6	9	
20191107-041			37118			14	2	8	3	19	4	3	1	25	12			1	18	2	4	11	32	10	7	8	6			1	1	4	29	6	12	11	16	23	2			11	1	2	20	3	5	4	14	18	9			16	8	18	5	9	3	2	11	8	1			1	1	2	3	3	3	2	7	8	1	
20191107-042			13877			15	1	9	1	20	5	4	2	26	13			2	19	3	3	12	33	11	1	9	7			2	1	5	30	7	13	12	17	8	3			12	1	3	21	4	6	5	7	19	10			17	9	19	6	10	4	3	7	1	2			2	1	3	3	4	4	3	7	8	2	
20191107-043			01885			0	1	10	2	21	6	5	3	27	14			3	1	4	1	13	34	12	2	10	8			3	2	6	31	8	14	13	18	8	4			13	2	4	22	5	7	6	1	8	11			18	10	20	7	11	5	4	1	2	3			0	1	4	1	5	5	4	1	8	3	
20191107-044			10253			1	1	11	3	22	7	6	4	28	15			0	1	5	2	14	35	13	3	11	9			4	3	2	32	9	15	14	19	1	5			14	3	5	23	6	5	7	2	1	12			19	11	21	3	12	1	5	2	3	4			0	1	2	3	6	5	5	2	1	4	
20191107-045			64412			2	1	12	4	23	8	6	5	29	16			1	2	6	3	4	36	14	4	12	10			5	4	1	33	4	16	15	20	2	6			15	1	6	24	7	1	8	3	2	13			20	12	2	1	13	2	6	3	4	5			1	1	2	1	4	1	6	3	2	5	
20191107-046			71931			3	2	13	5	24	9	1	7	30	17			2	1	7	4	1	37	15	5	13	11			6	5	2	34	1	17	16	21	3	9			16	1	7	3	8	2	9	4	3	14			21	1	1	2	14	3	7	4	5	6			2	1	1	3	1	2	1	7	3	9	
20191107-047			26561			4	3	2	6	25	10	2	1	31	18			3	1	8	5	2	38	6	6	14	12			7	6	3	35	2	5	17	22	4	1			17	2	8	1	9	3	6	5	4	15			22	1	2	3	15	4	8	5	6	7			3	1	2	1	2	5	6	1	4	1	
20191107-048			68227			5	4	1	7	26	11	6	2	32	19			4	2	9	6	3	39	1	7	8	13			8	7	2	36	3	1	18	23	5	2			18	3	2	2	10	4	1	6	5	16			23	1	3	4	16	5	9	7	7	8			4	1	2	2	3	1	6	7	8	2	
20191107-049			32881			6	5	2	3	27	12	1	3	33	20			5	3	2	7	4	40	2	8	1	14			9	8	1	37	4	2	19	24	8	3			19	4	1	3	11	5	2	7	8	17			24	1	4	5	17	6	10	1	8	9			5	1	2	3	4	2	1	1	8	3	
20191107-050			35613			7	6	3	3	28	13	2	4	34	21			6	4	1	8	5	5	3	9	2	15			10	9	2	38	5	3	6	25	1	4			20	1	2	4	12	6	3	8	1	18			25	1	5	3	18	7	11	2	9	10			6	1	1	3	5	5	6	2	1	4	
20191107-051			43482			8	7	4	1	4	14	3	5	35	22			7	5	2	3	6	1	4	10	3	16			11	10	3	39	4	4	1	26	2	5			21	1	3	5	13	7	4	9	8	19			26	2	2	1	19	8	12	3	10	11			7	1	2	3	4	1	1	3	8	5	
20191107-052			25183			9	8	2	2	1	15	4	6	36	23			8	6	3	1	7	5	5	11	4	17			12	1	4	40	1	5	2	27	3	6			22	2	4	6	14	8	5	10	8	20			27	3	1	3	20	9	13	4	11	12			8	1	2	3	1	5	2	4	8	6	
20191107-053			38253			10	9	1	3	2	16	5	7	37	24			9	7	4	2	8	1	6	12	8	18			13	1	2	41	2	6	3	28	4	7			23	3	5	7	15	5	6	11	1	21			28	4	2	3	21	10	14	5	12	13			9	1	2	3	2	5	3	5	8	7	
20191107-054			12239			11	1	2	1	3	17	6	8	38	25			10	8	2	3	9	2	7	13	1	19			14	2	2	42	3	7	4	29	5	8			24	4	6	3	16	1	7	12	2	22			29	5	3	1	22	11	15	6	13	9			10	1	2	3	3	1	4	6	1	9	
20191107-055			70626			12	1	3	2	4	18	7	7	39	26			0	9	1	4	10	3	8	14	2	20			15	3	1	43	4	8	6	30	6	9			25	5	2	1	17	2	8	13	3	23			30	6	4	2	23	12	6	7	14	1			0	1	2	1	4	2	6	7	2	1	
20191107-056			80352			13	2	4	3	5	19	8	1	8	27			0	10	2	5	11	4	9	15	3	21			16	4	2	3	5	9	1	31	7	10			26	6	1	2	18	5	9	14	4	24			31	7	2	3	24	13	1	8	15	2			0	2	2	3	5	5	1	1	8	2	
20191107-057			37493			14	3	5	3	6	20	9	2	1	28			1	11	3	6	12	5	10	7	4	22			17	5	3	1	4	10	2	32	8	11			27	7	2	3	19	1	10	15	5	9			32	8	1	3	25	14	2	9	16	3			1	3	1	3	4	1	2	7	1	9	
20191107-058			69940			15	4	6	1	7	21	6	3	2	29			2	12	4	7	13	6	11	1	5	9			18	6	4	2	1	11	3	33	9	9			28	8	3	4	4	2	11	16	6	1			0	9	2	1	26	15	3	10	17	4			0	4	2	1	4	2	6	1	2	9	
20191107-059			48681			16	5	7	2	4	22	1	4	3	30			3	13	5	8	14	7	12	2	8	1			19	7	5	3	2	12	6	34	10	1			29	9	4	5	1	3	12	17	8	2			1	1	3	2	27	16	4	11	18	5			1	1	3	2	4	3	6	2	8	1	
20191108-001			02032			0	6	8	3	1	23	2	5	4	31			4	14	2	9	15	8	13	3	1	2			0	8	6	4	3	13	1	35	11	2			30	10	5	3	2	4	13	18	1	3			2	1	2	3	28	17	5	12	19	6			0	1	2	3	1	4	1	3	1	2	
20191108-002			92850			1	7	9	4	2	24	3	6	5	9			5	15	2	10	16	9	14	4	2	3			1	9	7	5	4	14	2	36	8	3			31	11	6	1	3	5	14	19	2	4			0	2	1	4	29	18	6	13	20	7			0	2	2	1	2	5	2	4	8	9	
20191108-003			45383			2	8	10	5	4	25	4	7	6	1			6	16	1	11	17	5	15	5	3	4			2	10	8	3	5	15	3	37	1	4			32	12	7	2	4	1	15	20	8	5			1	3	2	3	30	19	7	14	21	8			1	3	1	3	4	5	3	5	8	1	
20191108-004			16449			3	1	11	6	1	26	5	8	7	2			7	17	2	12	18	1	6	6	4	5			3	11	9	1	4	16	4	38	2	5			33	13	8	3	4	2	16	21	1	6			2	4	3	1	31	20	8	15	22	9			2	1	2	1	4	1	6	6	1	9	
20191108-005			02725			0	1	12	7	2	27	6	9	8	3			8	18	2	13	19	2	1	7	5	6			4	12	10	2	1	17	5	7	3	6			34	14	2	4	1	3	17	22	2	7			3	5	4	2	32	5	9	16	23	1			0	1	2	2	1	5	1	7	2	1	
20191108-006			02965			0	2	13	8	3	28	7	10	9	4			9	19	2	14	20	3	2	8	6	7			5	13	11	3	2	18	6	1	4	9			35	15	1	5	2	4	6	23	3	8			4	6	5	3	33	5	10	17	24	2			0	2	2	3	2	5	6	1	3	9	
20191108-007			97580			1	3	14	9	4	29	8	11	10	9			10	20	1	15	21	4	3	7	7	8			6	14	12	4	3	5	7	2	5	1			36	16	2	6	3	5	1	24	8	9			0	7	6	4	34	1	11	18	25	3			0	3	1	4	3	5	1	7	8	9	
20191108-008			92172			2	4	15	10	5	30	9	12	11	9			11	21	2	16	22	5	4	1	8	9			7	1	13	5	4	1	8	3	6	2			37	17	3	7	4	6	2	7	1	10			1	8	2	5	35	2	12	19	26	4			1	1	2	5	4	1	2	7	1	9	
20191108-009			37428			3	5	16	3	6	31	10	13	12	1			12	22	1	17	23	6	5	7	9	10			8	1	14	6	4	2	9	4	7	3			38	18	2	8	5	7	3	1	2	11			2	9	1	6	36	3	13	20	8	5			2	1	2	3	4	2	3	7	8	1	
20191108-010			86402			4	6	17	1	7	32	11	14	8	2			13	23	2	18	24	7	6	1	10	11			9	2	15	7	4	3	10	5	8	4			0	19	1	9	6	8	4	2	3	12			3	10	2	7	37	4	14	21	1	6			0	2	2	1	4	3	6	1	8	2	
20191108-011			66314			5	7	18	2	8	33	6	15	1	3			14	24	3	19	25	8	6	2	11	12			10	3	16	3	1	4	11	6	9	5			1	1	2	10	7	9	5	3	4	13			4	11	1	8	4	5	15	22	2	7			1	1	1	3	4	4	6	2	1	3	
20191108-012			34861			6	8	19	3	9	34	1	16	2	4			15	25	4	20	4	9	1	3	12	13			11	4	17	1	2	5	12	7	8	6			2	1	3	11	8	10	6	4	5	14			5	1	2	9	1	6	16	23	3	8			2	1	2	3	4	5	6	3	8	4	
20191108-013			76153			7	9	20	1	10	35	2	7	3	5			16	26	5	21	1	10	6	4	13	14			12	1	18	2	3	6	13	8	1	7			3	2	4	12	9	5	1	5	6	15			6	1	3	3	2	7	17	24	4	9			3	1	3	3	1	5	6	7	1	5	
20191108-014			59579			8	10	21	2	11	5	3	1	4	6			17	27	6	22	2	11	1	5	14	9			13	1	19	3	4	5	14	9	2	8			4	3	5	13	10	1	2	7	7	16			7	2	4	1	3	8	18	25	5	9			4	1	4	1	2	5	1	7	2	9	
20191108-015			54741			9	11	22	3	12	5	4	2	5	7			18	28	7	23	4	12	2	6	15	1			14	2	20	4	5	1	15	7	3	9			5	4	6	14	4	2	3	1	8	17			8	1	5	2	4	9	19	26	6	1			5	1	5	2	4	5	2	7	3	1	
20191108-016			99608			10	12	23	4	13	1	5	3	6	9			19	29	8	24	1	13	3	7	16	9			15	3	21	5	6	2	6	1	4	10			0	5	7	15	1	3	4	2	9	18			9	1	6	3	5	10	20	27	8	2			0	1	6	3	1	1	6	1	8	9	
20191108-017			35105			11	13	24	3	14	2	6	4	7	1			20	30	9	25	2	5	4	8	17	1			16	1	22	6	7	3	1	2	5	11			0	6	8	16	2	4	5	3	10	19			10	2	7	4	6	5	21	28	1	3			0	1	7	3	2	5	1	2	1	1	
20191108-018			59564			12	14	25	1	15	5	7	5	8	2			21	31	10	26	3	1	5	9	18	9			17	1	23	7	8	5	2	3	6	12			1	7	9	17	3	5	6	4	11	20			11	3	8	5	4	1	22	29	2	4			1	1	8	1	4	5	6	3	2	9	
20191108-019			33154			13	15	26	3	16	1	8	6	9	3			22	32	11	3	4	2	6	10	19	1			18	1	24	8	9	1	3	4	7	13			2	8	10	18	4	5	1	5	12	21			12	4	9	6	4	2	23	30	3	5			2	1	9	3	4	5	1	4	3	1	
20191108-020			06638			0	16	27	1	17	2	9	7	10	4			23	33	12	1	5	3	6	11	20	2			19	1	25	9	10	2	6	5	8	14			3	9	11	3	5	1	2	6	13	22			13	5	10	7	1	3	24	31	8	6			0	1	10	3	1	1	6	5	8	2	
20191108-021			96513			1	17	28	2	18	3	10	8	11	9			24	34	13	2	6	4	6	12	21	3			20	2	26	10	11	5	1	6	9	15			4	1	12	1	6	2	3	7	14	23			14	6	11	3	2	4	25	32	1	7			1	1	11	3	2	5	6	6	1	9	
20191108-022			15058			2	1	29	3	19	4	11	9	12	1			25	35	14	3	7	5	1	13	22	4			0	3	27	11	12	1	2	7	10	16			5	1	13	2	7	5	4	8	15	24			15	7	12	1	3	5	26	33	8	8			0	1	12	1	3	5	1	7	8	1	
20191108-023			79067			3	1	30	4	20	5	12	7	13	2			26	36	15	4	8	1	2	14	23	9			0	4	28	12	13	2	3	8	11	17			6	2	14	3	8	1	6	9	16	25			16	8	13	2	4	6	27	7	1	9			0	1	13	2	4	1	6	7	1	9	
20191108-024			47256			4	2	31	5	4	6	13	1	14	3			27	37	16	5	9	2	3	7	24	1			1	5	2	13	14	3	4	9	12	18			7	3	15	4	9	5	1	10	17	26			17	9	14	3	5	7	6	1	2	10			1	2	2	3	4	5	6	7	2	1	
20191108-025			11982			5	1	32	6	1	7	14	2	15	4			28	1	17	6	10	3	4	1	25	2			2	6	1	14	15	4	5	10	13	9			8	4	16	5	10	1	2	11	8	27			18	10	2	4	6	8	1	2	3	11			2	1	2	4	1	1	1	1	8	9	
20191108-026			98990			6	1	33	7	2	8	15	3	16	9			29	1	18	7	11	4	5	2	8	3			3	7	2	15	16	5	6	11	14	9			9	5	17	6	11	2	3	12	1	9			0	11	1	5	7	9	2	3	4	12			0	1	1	5	2	2	2	2	8	9	
20191108-027			47738			7	2	34	8	4	9	16	4	17	1			30	2	19	8	12	5	6	7	1	4			4	8	3	16	17	6	7	7	15	1			10	6	18	3	12	3	4	13	2	1			1	12	2	6	8	10	3	4	8	13			1	2	2	3	4	3	3	7	8	1	
20191108-028			90194			8	3	35	9	1	10	17	5	18	9			0	3	20	9	13	6	7	1	2	5			5	1	4	17	18	7	8	1	16	2			11	7	19	1	13	4	5	14	3	9			2	13	3	7	4	11	4	5	1	14			0	1	3	1	4	4	4	1	1	9	
20191108-029			94464			9	4	36	10	2	11	18	6	19	9			1	4	21	10	4	7	8	2	3	6			6	1	5	18	4	8	9	2	17	3			12	8	20	2	14	5	6	15	4	1			3	14	4	8	4	12	5	6	2	15			1	1	4	2	4	5	6	2	2	9	
20191108-030			48319			10	5	37	11	4	12	19	7	20	1			2	5	22	11	1	8	9	3	8	7			7	2	6	3	1	9	10	3	18	4			13	1	21	3	15	6	1	16	5	2			4	15	5	9	1	13	6	7	3	9			2	1	5	3	4	6	1	3	8	9	
20191108-031			04622			0	6	38	12	1	13	20	8	21	2			3	6	23	12	4	9	10	4	1	8			8	3	7	1	2	10	6	4	19	5			14	1	2	4	16	7	2	17	6	3			5	16	2	10	2	14	7	8	4	1			0	1	2	1	4	7	6	4	1	1	
20191108-032			47201			1	7	39	13	4	14	21	9	22	3			4	7	24	13	1	10	11	7	2	9			9	4	2	2	3	11	1	5	20	6			0	2	1	5	17	8	3	18	7	4			6	1	1	11	3	15	8	9	5	2			0	1	2	2	4	8	1	7	2	2	
20191108-033			01013			0	8	40	14	1	15	22	10	23	4			5	1	25	14	2	11	12	1	3	10			0	5	1	3	4	12	2	6	21	7			1	1	2	6	18	9	4	19	8	5			7	1	2	3	4	16	9	10	6	3			0	1	1	3	1	9	2	1	3	3	
20191108-034			86354			1	9	41	15	2	16	23	11	8	5			6	1	26	15	3	12	6	2	4	11			1	6	2	3	5	13	3	7	22	8			2	1	3	7	19	5	5	20	9	6			8	2	3	1	4	17	10	11	7	4			1	1	2	3	4	5	6	2	8	4	
