568	20191201057	4,0,1,7,6
569	20191201058	8,5,5,6,6
570	20191201059	7,7,5,0,3
571	20191202001	2,1,2,0,2
572	20191202002	4,9,3,8,1
573	20191202003	4,2,7,8,4
574	20191202004	8,2,6,6,5
575	20191202005	5,4,5,5,7
576	20191202006	5,7,4,2,3
577	20191202007	6,5,8,2,4
578	20191202008	4,5,0,0,7
579	20191202011	0,6,1,4,4
580	20191202012	8,0,8,8,1
581	20191202013	3,3,4,1,7
582	20191202014	5,9,4,4,2
583	20191202015	6,7,0,5,3
584	20191202016	0,9,9,2,9
585	20191202017	9,0,1,4,9
586	20191202018	9,7,0,7,4
587	20191202019	0,9,9,5,6
588	20191202020	9,6,9,1,6
589	20191202021	9,2,0,8,1
590	20191202022	7,4,6,5,1
591	20191202023	3,9,6,0,6
592	20191202024	9,9,8,8,8
593	20191202025	6,9,7,5,6
594	20191202026	3,1,8,4,7
595	20191202027	1,7,1,6,8
596	20191202028	3,1,3,9,8
597	20191202029	6,2,3,6,3
598	20191202030	6,9,9,8,0
599	20191202031	5,0,5,5,0
600	20191202032	6,2,0,1,0
601	20191202033	8,7,7,7,6
602	20191202034	6,8,6,0,4
603	20191202035	6,0,9,8,2
604	20191202036	3,8,7,3,5
605	20191202037	6,3,1,7,4
606	20191202038	8,0,0,7,1
607	20191202039	6,3,1,1,8
608	20191202040	3,1,7,2,2
609	20191203041	1,1,8,1,0
610	20191203042	1,7,2,5,3
611	20191203043	6,0,9,4,8
612	20191203044	5,2,0,3,7
613	20191203045	0,3,0,4,5
614	20191203046	9,3,4,9,7
615	20191203047	4,2,4,7,7
616	20191203048	6,0,8,3,5
617	20191203049	0,3,7,9,3
618	20191203050	6,3,2,6,4
619	20191203051	8,4,4,3,7
620	20191203052	2,0,3,5,3
621	20191203053	5,4,6,1,5
622	20191203054	8,5,7,3,3
623	20191203055	4,9,6,9,8
624	20191203056	7,4,7,0,1
625	20191203057	0,6,5,8,5
626	20191203058	5,7,3,3,4
627	20191203059	1,5,7,9,9
628	20191203001	7,2,7,5,6
629	20191203002	2,5,3,3,2
630	20191203003	1,4,0,2,4
631	20191203004	5,5,5,1,6
632	20191203005	9,3,6,1,7
633	20191203006	1,9,0,4,6
634	20191203007	7,2,3,2,7
635	20191203008	1,3,8,6,3
636	20191203009	0,2,8,7,3
637	20191203010	2,4,2,0,2
638	20191203011	0,7,8,6,5
639	20191203012	1,6,8,5,1
640	20191203013	9,9,9,5,9
641	20191203014	2,9,9,5,6
642	20191203015	1,0,3,5,7
